job_id,worker_id,platform_id,region_id,project_id,date_id,earnings_usd,job_completed,job_duration_days,hourly_rate,job_success_rate,client_rating,rehire_rate,marketing_spend,is_gap_day
5856,875,5,7,4,20250622,2444.25,0,22,128.15,80.41,3.46,10.63,120,1
3431,445,5,4,15,20250827,4339.21,220,55,108.46,93.04,3.64,29.28,231,0
480,569,5,2,16,20250129,3014.89,33,6,131.04,96.02,3.81,39.07,336,0
3835,1825,5,6,8,20250928,0.0,5,4,119.46,81.39,4.33,66.64,397,1
5069,1007,4,6,6,20251202,8693.59,7,32,50.59,84.2,4.44,18.15,429,0
12461,1570,5,3,15,20250206,7671.47,241,11,89.77,80.08,3.02,86.38,138,0
104,110,4,5,5,20250211,1035.88,172,2,65.61,91.66,3.28,32.95,424,0
1158,1326,1,3,12,20250917,406.2,226,52,82.09,63.67,4.85,28.82,278,0
2797,651,4,5,16,20250404,4759.09,292,34,82.09,95.1,4.11,22.45,147,0
3290,801,4,2,3,20250802,8171.44,178,52,45.85,61.76,3.78,42.35,252,0
1384,231,3,5,13,20250802,133.94,299,26,87.33,64.39,3.65,54.5,29,0
11722,772,4,3,1,20250407,6142.98,4,13,36.71,79.74,3.5,85.23,427,0
10038,1264,2,4,5,20250910,107.63,94,42,149.69,83.45,4.0,54.21,295,0
5874,1819,3,1,10,20250614,384.46,214,57,82.09,90.96,4.34,77.62,462,0
7918,1944,5,2,7,20250211,9081.42,156,15,133.5,99.8,4.68,54.88,459,0
8447,9,1,7,15,20250816,958.28,148,4,75.23,95.89,4.15,74.0,298,0
3560,692,1,5,13,20251104,3722.78,225,41,75.55,92.81,4.21,50.31,70,0
648,470,1,2,3,20250409,0.0,3,28,140.43,63.64,3.1,42.58,156,1
5658,1004,5,7,1,20250914,5656.1,109,4,30.19,84.18,4.61,50.31,159,0
5393,217,3,7,12,20250928,8847.31,280,15,112.1,81.04,3.73,65.41,154,0
5937,1679,1,1,4,20250105,7432.4,186,41,36.19,66.61,3.74,76.11,112,0
9510,1423,3,6,8,20250526,2378.48,76,38,82.09,75.21,4.0,86.83,223,0
9760,262,2,4,12,20250115,6482.19,41,51,57.31,86.26,4.3,50.31,119,0
1458,647,1,2,16,20250210,7215.99,13,39,102.96,98.82,4.35,50.31,176,0
12114,1465,4,7,8,20250502,4666.43,254,8,43.15,79.74,4.76,20.67,256,0
8747,867,4,4,10,20250228,6251.82,173,10,121.4,81.94,4.59,63.03,498,0
11075,1700,3,6,4,20251102,4808.19,136,3,21.63,93.72,4.0,71.88,65,0
6591,1236,5,5,10,20250803,971.5,266,1,96.08,75.36,3.45,56.18,427,0
8796,883,1,4,11,20250507,5151.68,148,16,79.05,84.92,4.64,44.83,293,0
5262,1860,4,2,15,20251122,5397.54,135,18,80.85,68.71,3.86,68.92,368,0
9913,1413,2,2,11,20251123,1758.79,156,18,50.96,64.48,3.63,36.3,460,0
3520,1524,2,7,1,20250714,0.0,0,29,35.64,75.34,4.0,50.31,370,1
884,780,5,7,2,20250917,1670.69,108,47,138.29,64.81,3.98,58.39,383,0
3215,1413,1,3,10,20250211,9586.08,243,36,82.09,85.05,4.03,36.97,264,0
544,1251,5,7,14,20251229,3250.3,108,16,76.12,78.39,4.2,11.27,354,0
11450,92,3,3,11,20250619,2328.04,280,27,67.36,73.45,3.11,80.03,495,0
5514,620,2,1,4,20250413,4889.03,53,48,82.09,91.66,4.12,38.34,106,0
5220,919,5,1,9,20251026,4759.09,215,30,65.54,79.74,4.75,42.98,441,0
10639,1021,3,7,6,20250426,7012.79,125,38,81.46,84.33,4.75,12.42,215,0
8176,649,4,5,11,20251024,9844.97,197,58,75.62,80.44,3.34,50.71,426,0
3756,1169,4,7,13,20250114,125.71,140,38,110.47,83.37,4.84,86.17,244,0
7426,738,4,4,2,20251015,5582.2,209,43,145.34,73.27,3.75,82.38,182,0
4789,549,2,3,16,20251225,7685.47,249,48,115.14,76.03,3.52,52.28,441,0
742,1650,4,5,2,20250101,1013.79,105,57,35.66,64.14,3.05,50.46,200,0
9238,1901,3,1,11,20250721,1803.18,0,54,113.61,82.27,4.6,35.36,398,1
7554,1870,3,5,11,20250323,6089.28,242,57,90.49,94.53,4.77,44.87,97,0
7714,380,1,2,11,20251124,9242.23,174,54,53.31,70.07,3.89,16.24,500,0
5894,1245,1,6,12,20250212,8433.61,142,34,121.37,77.92,3.49,54.09,378,0
7530,256,1,1,5,20250829,1130.21,90,15,83.78,83.8,4.04,69.45,245,0
2145,574,4,3,3,20250331,1081.75,281,60,93.82,79.74,4.36,50.31,450,0
1881,1525,2,7,10,20250206,5197.15,148,49,99.94,82.92,4.52,42.58,286,0
10274,652,3,1,8,20250622,4046.28,52,50,127.41,88.4,3.11,27.51,425,0
9283,243,4,6,10,20250827,6752.46,173,50,16.98,73.27,3.53,50.31,180,0
12326,944,4,2,9,20250701,5139.88,19,34,122.32,96.13,3.05,52.07,485,0
334,950,1,3,7,20250517,1856.96,129,5,119.71,92.69,4.66,19.76,393,0
8098,1343,3,2,13,20250201,4841.22,10,33,33.72,73.09,3.01,86.5,46,0
7378,1685,2,6,2,20250407,9504.75,177,58,73.76,89.12,4.0,79.16,429,0
8319,38,5,7,6,20250429,3334.69,5,30,27.85,66.61,3.82,50.25,475,0
2287,591,5,7,15,20250302,6040.72,136,12,36.62,82.27,4.86,45.12,148,0
10836,585,1,6,12,20250131,8124.16,231,40,130.1,84.37,3.89,25.81,8,0
715,195,4,6,10,20250627,4963.5,25,36,69.05,75.73,4.39,46.37,434,0
3456,1393,4,1,8,20251108,4259.7,139,16,134.17,86.37,4.81,58.46,348,0
6113,1185,5,7,5,20250823,6259.46,14,46,56.76,71.53,4.99,66.63,419,0
8075,1680,3,4,4,20250904,7397.01,282,38,109.49,99.58,4.73,10.34,25,0
10964,1478,5,5,14,20250625,2971.49,20,11,123.86,62.11,3.69,50.18,381,0
7303,236,4,5,3,20250528,5243.99,57,45,130.05,78.81,3.28,50.81,136,0
6397,1081,3,5,2,20250713,4759.09,253,16,29.15,71.66,3.37,15.9,308,0
8283,191,5,4,13,20250415,2029.97,149,57,74.15,81.77,3.5,50.31,470,0
6718,1328,1,7,7,20251020,3382.44,221,40,64.33,79.74,3.12,76.56,221,0
4314,103,5,7,5,20250912,535.15,168,32,59.81,98.25,4.91,52.33,0,0
9857,513,5,2,11,20250112,4759.09,38,7,39.97,61.61,3.75,80.08,238,0
5372,1511,2,5,9,20250901,2327.93,98,34,17.22,92.82,4.53,16.99,33,0
840,708,4,6,16,20250209,9769.59,52,3,59.09,79.74,4.96,16.3,474,0
6603,685,1,4,4,20250318,5244.14,182,37,55.77,84.25,3.94,25.0,137,0
5727,795,5,3,4,20251116,7063.04,201,33,82.09,63.2,4.46,14.49,269,0
8735,50,1,1,15,20250414,6670.3,88,22,100.78,87.36,4.76,72.14,91,0
10548,1703,3,1,3,20250105,9032.11,253,21,39.96,70.46,4.0,31.88,44,0
6087,1057,1,1,15,20250409,5335.87,235,49,130.1,80.17,3.92,40.99,225,0
5759,648,3,3,3,20251028,9892.83,71,13,116.8,72.8,3.84,71.03,62,0
11648,1319,5,1,3,20250330,4928.49,7,7,90.11,96.28,3.06,40.06,315,0
9297,859,5,1,7,20250622,3189.44,50,12,61.93,64.5,3.95,15.3,239,0
4270,1570,3,5,8,20250114,4820.81,295,12,81.49,66.29,3.0,30.94,220,0
7697,122,4,7,2,20250927,3610.15,134,54,89.75,93.45,4.0,47.21,249,0
7177,1212,4,5,16,20250817,1167.4,245,13,73.82,74.73,3.45,12.55,372,0
745,791,1,4,11,20250115,159.65,156,8,53.26,61.36,4.3,62.58,227,0
1966,1445,5,4,2,20250205,1043.42,204,24,114.55,99.74,3.28,41.3,488,0
7751,1340,3,3,10,20250305,6821.74,174,4,110.71,70.52,3.31,28.67,434,0
7001,857,3,1,15,20251016,8850.27,159,24,129.29,68.23,4.86,18.03,339,0
1143,1495,3,2,10,20250911,1665.01,230,39,74.49,95.42,4.45,71.04,210,0
11355,447,1,3,14,20250329,5441.77,178,2,87.51,97.71,4.64,69.76,367,0
3572,912,3,1,5,20250706,2975.14,289,27,90.22,85.28,4.0,16.92,219,0
1207,681,1,1,14,20250522,1791.06,101,13,81.42,60.99,4.13,24.54,272,0
2857,1562,2,3,2,20250831,9429.16,74,19,57.81,70.99,4.51,21.67,117,0
7063,1648,5,1,16,20250505,3312.06,189,43,79.73,61.44,3.58,34.48,437,0
9209,827,3,5,14,20250324,5254.68,58,29,126.93,84.86,4.21,50.31,362,0
3052,778,5,5,5,20250215,5899.12,242,29,46.91,60.32,3.06,74.7,497,0
4112,29,1,6,15,20250412,4587.07,102,59,82.09,97.77,3.81,33.93,482,0
1101,1635,1,2,10,20251002,1197.71,65,6,77.76,96.03,3.46,66.02,486,0
3920,180,2,7,9,20250223,6939.4,149,13,88.54,60.61,4.3,47.53,365,0
531,938,2,6,15,20250831,3724.85,61,11,19.4,84.06,3.82,19.67,292,0
4554,1602,1,2,5,20250824,6003.8,73,14,24.0,78.34,4.38,37.07,144,0
5430,1392,5,2,5,20251226,5100.51,103,17,39.91,84.37,3.53,31.29,268,0
3861,112,4,3,5,20250402,64.33,291,21,82.09,63.51,3.73,41.81,236,0
6949,519,3,6,16,20251028,4375.61,181,17,23.02,97.93,4.67,50.31,42,0
10837,721,1,4,15,20251102,8480.38,93,8,137.55,76.66,3.97,63.98,52,0
9582,352,1,2,6,20251108,2599.26,268,50,23.65,65.97,3.73,33.56,410,0
2526,807,3,2,10,20250509,5656.1,215,11,43.39,83.53,3.51,22.5,389,0
10940,854,1,7,5,20250404,4759.09,226,44,46.91,80.55,3.74,25.5,208,0
11951,363,4,4,2,20250309,942.32,26,36,24.66,93.63,3.75,76.19,129,0
5932,276,3,5,10,20250731,8376.62,154,38,81.55,79.74,4.54,22.08,60,0
10994,581,2,4,2,20251020,593.96,0,4,62.89,97.86,4.91,68.05,177,1
2915,1396,3,3,6,20251221,6051.41,204,4,63.65,92.08,3.86,27.91,253,0
11149,180,3,5,16,20250818,4694.1,71,51,140.22,79.74,3.07,11.86,423,0
7644,146,1,6,11,20251002,3173.04,90,28,90.56,79.74,4.01,50.31,107,0
3331,1311,2,1,13,20250801,1737.68,204,46,132.06,84.69,4.09,67.84,329,0
2413,1798,5,7,15,20250404,173.08,65,60,88.32,65.9,4.45,68.78,128,0
8621,1019,5,5,13,20251217,7868.09,133,6,65.33,92.08,4.42,31.54,230,0
5118,1155,1,3,2,20250106,0.0,9,7,68.55,85.29,4.63,38.15,236,1
12200,1869,1,7,9,20251226,1697.64,110,19,115.37,95.43,3.24,83.24,217,0
7701,848,4,4,9,20250604,8204.96,216,8,98.34,87.78,4.28,50.31,62,0
8157,1381,5,3,10,20250322,728.69,105,26,57.14,84.39,4.0,39.6,16,0
4190,1302,3,1,6,20250416,0.0,10,60,124.9,82.06,3.77,53.71,89,1
4753,763,4,1,2,20251021,4778.29,227,60,36.18,82.06,4.4,42.13,183,0
10302,152,3,7,3,20251216,7184.87,212,36,82.09,63.38,4.64,50.31,498,0
11129,1280,1,7,16,20251101,4759.09,212,30,48.23,65.66,4.03,20.82,378,0
6587,307,1,6,5,20250815,2572.28,231,57,106.09,63.87,4.7,30.19,307,0
5102,1353,1,3,2,20250924,9577.6,176,55,35.01,89.44,4.37,50.31,112,0
12137,1909,3,1,7,20250228,4514.11,7,15,82.09,97.9,3.11,66.76,254,0
3653,1860,2,3,13,20251118,600.18,185,25,65.62,61.16,3.7,11.67,261,0
6686,398,4,1,13,20250305,4759.09,106,58,133.3,79.17,4.33,20.57,413,0
5916,182,2,1,11,20250222,5341.2,284,14,34.15,82.57,4.75,76.5,102,0
2118,1318,4,1,8,20250330,2127.41,159,14,20.22,84.46,3.91,50.31,457,0
7254,896,5,1,15,20250129,1609.49,263,59,112.87,79.74,4.8,15.83,379,0
10722,1420,2,2,13,20250802,9264.6,81,45,79.72,71.65,3.75,71.14,478,0
7718,605,2,5,10,20250511,8299.64,248,40,131.21,91.13,4.32,63.53,220,0
9877,457,3,1,1,20250828,4759.09,88,24,53.34,96.91,3.12,11.75,441,0
10597,1020,4,7,11,20250529,0.0,6,45,143.59,93.74,3.09,17.13,365,1
1184,1863,5,2,4,20250807,799.86,156,43,122.92,69.45,4.1,28.92,85,0
11545,1342,5,1,6,20251003,3394.29,124,7,86.02,92.71,4.81,27.95,302,0
2831,594,4,1,13,20250315,6070.99,75,32,56.98,97.32,4.92,18.38,400,0
10076,710,3,5,3,20251228,1929.46,276,8,115.32,97.36,4.75,68.66,374,0
10366,759,2,4,6,20250623,2317.21,217,46,141.56,73.0,4.26,41.09,174,0
7712,1242,1,4,12,20250509,0.0,10,40,23.14,87.59,3.53,66.14,414,1
9196,1082,1,4,2,20250830,9449.6,128,40,25.05,80.97,3.3,53.5,231,0
7448,388,4,4,1,20250920,7644.88,210,24,95.6,61.24,3.14,47.08,361,0
3298,1582,3,1,5,20251205,4759.09,70,32,109.33,79.86,4.04,23.66,234,0
3711,1418,3,6,7,20250624,4759.09,149,60,82.09,65.06,3.05,86.35,232,0
11926,1831,2,4,7,20250902,9299.5,22,52,126.37,79.74,3.99,81.0,271,0
7552,582,5,1,15,20250605,651.91,81,45,21.35,73.62,4.0,59.04,22,0
7365,326,5,6,1,20251118,1697.06,121,34,67.21,80.3,3.22,45.68,176,0
11891,1624,3,3,16,20250808,9460.32,249,41,113.24,75.92,4.18,65.76,278,0
8279,283,2,3,14,20250306,6896.4,196,35,91.07,75.37,4.42,12.49,393,0
622,1897,1,1,12,20250127,5954.25,77,33,30.84,85.08,3.81,12.72,123,0
11917,143,2,6,2,20250220,4691.19,29,44,82.09,72.2,3.25,42.34,29,0
6483,1875,4,4,7,20251005,7635.43,262,45,65.46,79.74,3.25,72.54,130,0
8928,1239,5,5,5,20251217,4723.93,234,38,30.8,68.24,4.14,34.4,68,0
12485,1011,3,6,1,20250723,0.0,2,22,74.31,64.26,4.63,74.32,469,1
6326,1135,3,3,1,20250105,4900.85,272,43,73.97,88.68,3.3,37.88,491,0
1999,1863,1,3,14,20250209,6476.95,43,14,72.96,71.3,3.33,11.55,403,0
4960,1087,4,7,14,20250724,2897.69,182,46,82.31,87.34,3.92,50.31,50,0
12089,38,3,1,1,20250101,6423.23,264,38,87.1,92.31,3.16,50.31,408,0
4235,373,5,7,6,20250917,4373.28,49,59,96.81,93.06,3.96,18.83,391,0
6416,489,5,3,15,20250420,6500.54,46,31,148.67,82.72,3.43,18.92,328,0
3573,1187,3,3,16,20250901,3270.4,111,60,24.44,73.94,4.39,51.08,299,0
6054,221,4,3,5,20250815,9718.69,231,37,69.52,85.22,3.61,26.56,45,0
4221,347,1,5,10,20250812,3008.33,137,47,21.42,64.34,3.29,64.18,161,0
11083,25,1,2,6,20250712,1203.65,260,14,115.71,79.74,3.15,11.7,262,0
9938,784,2,6,16,20251208,3971.31,247,40,139.07,69.35,4.63,81.23,273,0
8701,471,3,4,5,20250524,9137.8,71,43,44.51,78.42,3.22,71.0,281,0
11693,1075,3,3,8,20251117,2498.84,16,8,72.87,79.97,4.68,72.84,434,0
186,1102,3,2,12,20250919,5453.91,188,8,30.28,81.68,4.51,70.8,225,0
2503,1741,2,5,10,20250614,667.13,294,5,140.09,84.93,4.04,52.34,303,0
6836,529,4,3,7,20250817,0.0,5,36,84.86,69.24,4.68,72.08,342,1
6559,1840,2,1,3,20251009,517.8,119,16,56.38,63.75,4.61,28.27,46,0
9231,1420,5,2,8,20251026,4070.57,276,51,40.8,69.9,4.23,32.04,167,0
8109,394,1,6,14,20251226,4956.36,283,22,144.34,74.84,4.9,77.93,334,0
12341,383,4,5,11,20250809,8483.24,147,17,134.82,81.62,4.79,25.21,272,0
7823,760,1,2,16,20251106,4185.92,7,50,119.8,84.87,3.39,45.85,479,0
4470,160,1,6,16,20250416,4720.27,28,56,109.03,80.47,4.48,19.98,108,0
4193,307,1,6,4,20250831,1185.76,141,45,82.09,61.94,3.66,66.97,362,0
6385,25,4,4,10,20251204,9333.64,85,23,52.06,94.36,4.87,63.46,32,0
3121,1871,4,7,1,20250813,5911.54,2,14,112.3,68.91,4.58,89.43,371,0
8562,1430,2,3,3,20250907,5710.9,53,32,107.43,66.28,3.75,32.85,423,0
6280,1310,2,5,13,20250616,740.06,0,27,98.8,77.91,4.77,57.31,234,1
8292,1706,3,7,9,20250528,9311.33,134,57,109.82,64.65,3.73,50.43,126,0
4844,504,5,1,13,20250730,4759.09,128,42,82.09,98.07,4.0,21.68,448,0
7138,1111,3,7,13,20250206,2753.67,117,21,76.56,80.69,3.73,50.31,386,0
5464,34,2,7,4,20251010,1654.13,170,44,37.29,68.55,4.05,50.31,250,0
3899,1098,2,2,2,20250829,8002.36,148,49,94.53,60.69,4.83,66.0,362,0
9318,629,5,7,2,20250213,2402.4,120,40,102.94,68.3,4.91,76.51,274,0
2572,1200,5,2,11,20250309,7343.78,214,39,110.87,86.46,4.0,50.31,79,0
12312,1329,4,1,2,20250223,4250.74,35,17,37.39,82.19,3.07,63.34,232,0
1595,1142,3,1,5,20251003,3866.09,131,6,95.07,61.48,4.63,54.67,181,0
2535,93,3,1,4,20250607,4745.05,280,12,43.89,63.1,4.58,22.42,302,0
11082,719,3,3,13,20251116,1640.0,28,4,19.13,98.6,4.49,87.76,387,0
11271,1042,3,6,11,20250804,7655.81,184,47,125.84,90.43,3.17,50.31,116,0
7158,637,3,2,4,20250928,7775.75,262,56,27.79,72.34,3.8,86.73,349,0
4456,762,5,3,9,20251220,4759.09,300,5,67.5,66.74,3.22,45.29,368,0
677,743,5,7,3,20250525,5991.25,159,7,36.97,67.51,3.4,84.34,123,0
9975,923,3,1,14,20250623,3934.05,11,59,119.67,71.97,4.0,14.33,181,0
6889,1830,2,1,9,20250208,6279.33,266,13,28.34,78.45,3.24,22.79,407,0
10991,543,2,4,3,20251004,6300.74,150,55,133.69,74.15,4.21,50.31,322,0
1793,137,3,7,12,20250823,7192.19,38,56,129.32,99.74,4.73,17.06,178,0
922,1202,3,7,1,20251028,5321.23,83,5,31.16,89.3,3.5,58.12,388,0
8500,1946,1,2,1,20250315,4597.73,179,54,29.69,96.49,3.23,39.56,69,0
1183,130,4,6,15,20250422,1902.18,15,42,139.98,79.74,3.35,50.31,290,0
7747,1717,2,2,7,20251223,2167.26,249,31,59.19,83.67,3.96,52.68,101,0
7776,705,3,3,2,20251224,4759.09,262,21,82.09,97.13,3.42,81.27,315,0
12343,894,1,2,9,20250820,4759.09,151,50,85.14,98.43,3.77,14.17,143,0
222,268,3,6,8,20250112,7754.95,270,46,82.09,94.43,4.92,39.89,482,0
559,112,4,3,15,20250205,6933.82,240,43,61.11,83.99,3.66,56.27,493,0
11178,97,4,4,14,20250506,2303.96,90,33,82.09,64.06,4.86,32.36,284,0
1328,1622,1,7,13,20251118,9088.91,102,32,82.09,64.86,4.0,37.67,363,0
6215,1382,1,3,9,20251206,1597.31,190,42,76.66,64.59,3.95,50.31,21,0
2457,1694,3,3,16,20251002,7212.37,189,26,146.12,79.74,3.21,78.12,297,0
9315,1146,5,4,6,20250729,4696.43,163,59,27.97,86.62,3.98,68.74,199,0
3753,90,2,1,11,20250206,1107.37,206,25,79.36,82.25,4.0,43.1,407,0
7966,303,1,3,9,20250119,4759.09,8,47,82.09,61.48,3.78,82.21,124,0
8643,1804,3,5,12,20250112,4893.49,147,9,45.3,72.27,3.72,21.7,53,0
10723,1043,2,7,6,20250301,4443.55,55,52,132.29,94.36,3.46,57.05,416,0
1876,175,3,5,9,20250114,2644.06,230,14,145.06,64.11,3.78,50.31,214,0
10155,1084,1,4,6,20250501,7106.04,150,11,63.34,71.28,3.93,77.48,149,0
2332,1202,3,7,8,20250705,4759.09,270,30,64.29,86.46,3.16,82.42,302,0
4686,1641,3,5,15,20251211,6344.41,113,45,62.65,79.7,3.68,28.55,304,0
11233,1522,3,4,11,20250621,3067.54,23,21,46.91,74.04,4.66,12.64,149,0
2550,1839,2,1,12,20250724,4759.09,3,45,137.05,87.61,4.31,61.11,384,0
11114,1155,5,4,5,20251129,4249.08,133,55,96.72,65.95,4.0,39.19,52,0
515,476,5,2,12,20250531,8339.15,185,25,82.09,91.84,4.6,77.56,318,0
579,1689,4,5,8,20250909,500.96,0,37,77.13,85.85,4.84,50.31,431,1
11119,1114,2,2,13,20251030,8433.0,72,16,143.16,83.63,3.21,33.4,426,0
11223,1495,1,2,4,20250610,7740.91,131,44,84.4,94.01,3.94,55.46,109,0
9479,1949,4,3,16,20251206,6152.14,270,36,124.09,86.79,3.13,18.42,285,0
8724,1100,1,1,14,20250603,8162.08,46,50,19.53,91.02,3.98,61.74,163,0
6414,1726,1,3,10,20251114,5229.38,278,37,111.41,79.74,4.39,50.31,83,0
3904,489,2,1,16,20251118,7776.29,62,2,125.09,78.57,3.85,29.97,367,0
1666,923,5,4,7,20251124,2706.75,219,52,146.43,80.5,3.53,88.11,294,0
11081,1713,1,1,11,20250821,7690.42,102,45,57.95,71.65,3.74,17.15,336,0
6760,1930,4,7,15,20250112,3724.11,159,14,74.46,79.98,3.93,73.96,152,0
2583,914,3,5,7,20250923,6306.82,198,39,138.24,73.53,3.85,77.96,136,0
11527,317,4,6,9,20251229,8872.17,166,48,21.59,89.28,3.05,27.56,16,0
7502,697,4,3,3,20250314,1963.17,277,21,46.83,87.47,4.0,24.39,195,0
6504,559,4,1,3,20250123,4759.09,187,38,49.61,68.04,3.47,28.91,192,0
725,236,1,1,5,20250930,7010.15,208,15,82.09,75.68,3.2,50.31,450,0
2994,303,4,4,5,20251022,3417.39,221,49,102.26,86.95,4.83,14.87,163,0
3618,400,5,7,16,20250902,4920.11,6,56,15.14,60.06,3.34,45.08,441,0
12039,582,4,5,8,20250318,4252.73,62,25,49.77,94.09,4.5,50.31,92,0
1154,1350,2,2,8,20251212,6612.57,8,26,36.49,91.09,4.08,45.78,53,0
10601,484,5,6,7,20250428,3379.66,244,58,69.78,97.97,3.14,11.33,156,0
7656,1088,5,5,16,20250513,6689.84,178,53,90.92,92.39,4.32,49.01,208,0
9706,1612,4,2,7,20250102,4922.9,75,32,82.09,79.74,4.9,44.73,358,0
448,442,4,6,12,20250325,8969.47,72,58,123.77,93.42,4.2,21.49,155,0
1792,452,4,4,9,20250802,296.09,43,35,68.18,65.61,3.27,60.82,266,0
8708,678,3,6,7,20250603,4759.09,118,31,138.91,92.04,3.76,50.31,273,0
10389,52,4,7,7,20250406,7578.77,19,50,60.15,69.94,4.45,69.96,156,0
11015,447,1,7,16,20250428,9879.33,37,8,52.99,69.69,4.27,75.8,8,0
5225,1654,5,4,3,20250911,4606.6,215,57,82.09,99.84,3.94,61.96,114,0
5757,613,4,3,3,20250213,2492.88,123,31,149.11,89.47,4.57,59.97,249,0
945,1841,2,4,5,20250527,3915.1,132,12,101.01,95.28,3.74,11.67,412,0
2169,44,2,6,12,20250919,9263.72,188,5,118.54,84.33,4.32,39.45,356,0
12254,733,5,4,1,20251226,6732.57,18,25,33.51,85.84,4.61,20.29,466,0
10225,1114,1,7,9,20251130,4759.09,0,51,16.87,71.99,4.51,69.79,62,1
2334,603,5,5,9,20250116,2916.66,149,9,83.91,61.64,4.0,12.14,477,0
6166,1733,3,3,12,20250202,4045.61,183,34,72.48,73.99,3.08,41.51,18,0
876,1812,2,2,12,20250824,7055.4,131,13,63.9,84.14,4.87,50.31,328,0
10138,1834,2,6,16,20250201,2990.59,288,40,31.42,79.74,4.1,74.22,98,0
7495,1453,2,4,12,20250410,9148.97,211,13,50.7,60.3,3.52,72.45,44,0
9159,1500,4,7,8,20250817,7712.16,12,45,60.59,65.75,3.25,29.35,132,0
12494,948,5,4,4,20250819,1325.08,200,31,39.32,79.74,4.12,22.81,99,0
1316,494,1,1,12,20250115,8642.49,200,47,82.09,96.65,4.13,31.49,169,0
3722,1739,4,3,12,20251009,1804.03,255,42,47.39,60.0,4.37,33.54,488,0
10197,115,3,2,11,20250910,6857.06,109,53,114.46,99.47,4.42,11.1,306,0
9394,1192,4,3,14,20250128,7898.89,206,23,58.25,84.66,3.46,29.76,476,0
5720,760,3,4,6,20250415,3427.85,147,49,43.9,93.27,4.17,69.05,140,0
1550,904,1,1,5,20250603,2905.96,113,3,109.14,79.74,3.53,31.39,393,0
3017,1008,2,7,16,20250817,8618.1,154,47,96.35,70.04,4.22,74.74,409,0
4281,1938,5,7,16,20251002,4742.15,41,13,45.34,92.31,4.43,10.92,471,0
3628,1620,5,2,9,20250418,5408.29,194,47,90.23,73.94,4.49,29.96,19,0
4334,360,4,3,2,20250512,9826.95,243,48,22.42,82.28,4.13,86.46,44,0
9821,791,2,2,9,20250310,3151.86,300,42,82.09,74.65,4.0,24.08,54,0
8659,830,2,1,14,20250404,5518.64,226,55,145.33,94.26,3.42,46.25,15,0
5793,823,1,4,8,20250802,6649.77,50,5,122.55,97.42,4.04,51.12,269,0
6596,1529,4,1,6,20251121,2610.25,52,9,84.98,93.43,4.6,44.7,67,0
5478,315,2,1,1,20250530,9633.63,223,7,45.22,85.63,4.21,68.19,377,0
4953,222,3,1,8,20250409,9735.11,161,39,108.05,63.26,4.64,50.31,431,0
2134,1406,2,6,1,20250107,8862.67,187,12,148.62,96.18,4.58,47.87,331,0
10346,1249,2,6,14,20251128,142.22,154,15,54.77,70.29,3.86,47.61,368,0
6850,147,4,6,2,20250602,4759.09,73,56,58.63,85.29,4.96,58.3,7,0
1627,418,1,4,13,20250602,4457.35,107,2,113.57,79.74,3.1,40.28,17,0
8766,987,5,1,2,20250902,1386.74,112,59,45.67,80.1,3.56,48.06,169,0
8647,413,2,2,14,20250414,810.75,66,35,77.49,89.46,3.13,67.24,154,0
1238,697,5,1,10,20250424,337.47,67,33,40.96,69.7,4.56,30.65,207,0
4305,316,4,1,8,20250220,7872.99,190,20,64.79,84.89,4.84,14.54,159,0
4514,291,1,1,12,20251125,8140.02,277,43,55.12,63.55,3.59,62.24,126,0
8941,470,3,3,1,20251122,6572.49,233,47,74.71,78.28,4.78,31.26,496,0
11183,320,3,4,8,20250712,4879.06,193,34,82.08,64.74,4.53,35.13,450,0
10503,1248,4,1,1,20250517,9803.9,216,24,129.38,78.19,3.35,42.22,180,0
11439,1304,4,4,7,20251219,9565.27,22,4,119.06,95.93,4.53,45.24,418,0
11863,1579,4,1,11,20250416,5558.07,4,21,82.09,78.34,3.22,72.49,327,0
3681,1655,4,2,15,20250424,639.54,107,40,127.42,65.85,4.0,81.25,169,0
1356,1454,4,3,12,20250309,100.3,0,9,130.98,79.74,4.13,77.86,195,1
980,890,3,4,8,20250118,5706.87,262,21,101.89,62.23,4.43,50.31,32,0
6499,1339,4,3,7,20250916,421.49,205,38,41.15,86.82,4.35,37.15,310,0
2673,160,4,2,1,20250531,7454.99,78,7,67.31,80.57,3.03,85.57,358,0
1098,1407,4,2,7,20250713,916.72,0,24,16.03,93.72,3.84,16.79,80,1
7794,160,5,4,12,20250405,3181.38,150,38,49.58,62.54,4.54,50.31,184,0
1019,1218,5,2,14,20251017,3383.23,211,20,40.82,71.14,4.2,63.57,96,0
1302,1775,1,6,7,20250902,2176.83,151,4,36.94,81.47,4.25,77.09,117,0
923,368,2,1,9,20250215,9492.85,199,26,27.71,92.2,4.0,47.95,433,0
1706,1866,4,6,12,20251114,0.0,10,44,70.35,95.56,3.45,36.29,307,1
12481,863,5,7,10,20250610,5881.94,150,34,41.85,81.88,3.93,28.14,446,0
3284,91,2,4,10,20250903,6272.25,202,60,47.78,93.59,4.79,53.9,449,0
5741,98,3,3,8,20250419,2025.07,184,27,32.24,76.63,4.37,69.97,226,0
9662,420,5,7,16,20250430,6891.32,83,25,78.27,81.32,4.4,38.04,194,0
6493,873,3,4,11,20250813,4713.06,9,3,127.22,79.74,4.23,20.69,354,0
