job_id,worker_id,platform,client_region,project_type,job_category,payment_method,work_date,earnings_usd,job_completed,job_duration_days,hourly_rate,job_success_rate,client_rating,rehire_rate,marketing_spend
752,836,Freelancer,Usa,Fixed,  Content Writing  ,PayPal,2025-12-16,5305.14,98,59,113.55,93.3,4.14,47.9,180
6635,1612,toptal,Asia,Hourly,App Development,Mobile Banking,2025-09-15,2172.53,93,27,100.53,81.9,3.45,21.17,376
8453,31,Freelancer,Middle East,Hourly,Customer Support,Mobile Banking,2025-08-19,1531.72,147,33,90.74,66.75,4.59,38.02,113
4126,1902,PEOPLEPERHOUR,EUROPE,Fixed,Data Entry,PayPal,2025-09-25,2345.74,99,19,132.81,,4.3,78.94,349
4049,475,FIVERR,Asia,Hourly,Graphic Design,Crypto,2025-08-06,347.28,272,60,80.17,62.25,4.2,36.14,151
6026,457,Toptal,Australia,Hourly,Seo,Mobile Banking,2025-04-11,3663.74,196,15,,62.72,4.18,13.25,29
2814,1929,Upwork,Europe,Hourly,Content Writing,Bank Transfer,2025-10-12,6188.11,232,37,23.09,,4.81,62.16,45
8213,1230,Upwork,Australia,Hourly,Seo,Crypto,2025-07-15,2951.09,224,31,42.38,80.85,3.56,29.96,190
10339,1897,Freelancer,Europe,Fixed,Content Writing,Mobile Banking,2025-10-14,3417.31,0,60,58.93,64.4,3.5,56.99,110
7183,1185,Freelancer,Usa,Fixed,Graphic Design,PayPal,2025-10-20,6001.11,91,32,126.97,91.46,3.45,84.74,93
5204,507,Freelancer,ASIA,Hourly,Customer Support,PayPal,2025-08-13,498.03,240,59,146.84,78.69,4.77,59.73,26
5961,1896,upwork,Asia,Hourly,Digital Marketing,Mobile Banking,2025-03-10,9965.36,76,9,48.64,68.09,4.22,36.69,174
7224,307,Freelancer,usa,Hourly,Graphic Design,Bank Transfer,2025-07-26,2223.93,178,47,49.85,87.26,4.68,46.84,284
10733,118,Peopleperhour,AUSTRALIA,Fixed,Data Entry,Crypto,2025-01-13,670.56,36,12,71.26,91.39,4.94,75.1,335
5986,744,Upwork,Middle East,Hourly,Data Entry,PayPal,2025-03-09,,199,59,49.17,98.6,4.84,62.02,81
9769,1702,Toptal,EUROPE,Fixed,Digital Marketing,Crypto,2025-01-14,5620.07,215,26,87.01,90.36,3.56,22.74,317
12403,576,Freelancer,Australia,Hourly,Seo,Direct Deposit,2025-03-30,7931.0,3,33,144.11,93.45,4.44,48.05,188
8246,1060,Peopleperhour,Europe,Hourly,Content Writing,Crypto,2025-06-26,1674.38,103,2,107.53,61.33,4.27,29.51,473
11282,698,Upwork,AUSTRALIA,Hourly,Web Development,PayPal,2025-03-23,4966.65,115,22,96.86,76.1,3.82,45.28,30
8788,1244,Toptal,Australia,Hourly,Seo,PayPal,2025-09-06,3570.66,212,18,103.36,77.46,4.68,64.37,498
5233,1080,Fiverr,Asia,Fixed,Customer Support,PayPal,2025-02-09,2260.96,49,54,60.66,70.37,3.46,20.73,376
12037,1542,Fiverr,Middle East,Fixed,Digital Marketing,Mobile Banking,2025-12-27,0.0,8,24,137.01,77.65,3.74,49.67,477
6673,1331,Toptal,Australia,Fixed,  App Development  ,PayPal,2025-05-20,979.4,79,54,42.27,60.44,3.21,11.82,195
2678,1352,Upwork,Australia,Fixed,Graphic Design,PayPal,2025-06-09,,280,2,52.46,81.77,3.64,47.65,476
8030,999,Upwork,Australia,Hourly,Customer Support,Direct Deposit,2025-07-18,867.69,216,55,77.38,81.82,3.4,34.8,442
9152,779,FIVERR,Middle East,Hourly,Graphic Design,Bank Transfer,2025-01-10,9303.87,76,20,93.7,84.11,4.19,77.99,116
1845,1145,Peopleperhour,Asia,Fixed,Customer Support,Direct Deposit,2025-04-23,2316.98,117,39,80.67,87.6,3.16,37.56,499
9186,1281,Toptal,Middle East,Fixed,Digital Marketing,Crypto,2025-04-01,2841.41,62,31,77.38,97.48,4.4,85.82,361
9146,1449,Upwork,Middle East,Hourly,Seo,Bank Transfer,2025-07-24,5090.81,76,21,99.23,92.23,4.72,15.99,283
7820,1454,Upwork,Usa,Hourly,Content Writing,Bank Transfer,2025-04-08,9144.04,180,53,31.83,88.98,3.19,26.84,186
12471,1930,Fiverr,Middle East,Fixed,Digital Marketing,Direct Deposit,2025-01-14,7374.81,134,13,39.09,88.76,3.04,54.74,487
1489,1035,Toptal,Asia,Fixed,Digital Marketing,PayPal,2025-02-01,4494.88,26,13,149.93,63.21,,12.59,6
3821,1463,Freelancer,Uk,Fixed,Web Development,Bank Transfer,2025-01-07,9410.74,228,8,127.98,70.52,3.89,,374
8987,1079,Freelancer,Canada,Hourly,Customer Support,Crypto,2025-12-05,8121.03,16,35,43.04,72.9,,51.24,336
4338,914,Peopleperhour,UK,Hourly,Customer Support,Mobile Banking,2025-04-18,4835.49,292,19,123.8,77.34,3.68,19.7,50
5070,63,Toptal,Middle East,Fixed,Seo,Mobile Banking,2025-07-14,,102,20,79.87,71.61,4.3,68.33,179
7493,1395,Fiverr,Uk,Fixed,App Development,Crypto,2025-01-29,3147.0,264,2,,,4.05,75.08,111
6844,1689,Fiverr,Canada,Hourly,Web Development,Direct Deposit,2025-05-13,2683.81,137,13,134.06,96.19,4.72,49.08,394
6020,1137,Fiverr,Australia,Fixed,Customer Support,Crypto,2025-08-02,6044.34,169,29,,84.71,4.39,65.7,202
2454,1885,FIVERR,Middle East,Fixed,Web Development,Mobile Banking,2025-01-06,6513.67,105,16,80.99,62.11,3.07,79.69,90
2596,350,Upwork,Canada,Hourly,Graphic Design,Mobile Banking,2025-10-31,4943.15,167,4,129.17,90.91,4.7,78.15,301
963,1451,toptal,Usa,Fixed,Seo,Crypto,2025-12-13,1890.03,4,56,94.89,63.18,4.95,31.06,449
5287,1457,Fiverr,Asia,Fixed,App Development,Bank Transfer,2025-10-23,7285.94,88,3,18.36,86.74,3.2,34.4,162
378,991,Freelancer,canada,Hourly,Graphic Design,Direct Deposit,2025-06-12,,67,37,,84.57,,,254
9008,1581,Peopleperhour,Canada,Fixed,Seo,Mobile Banking,2025-09-14,6161.09,185,51,138.25,65.69,3.84,64.81,95
4352,1199,Freelancer,Uk,Fixed,App Development,Direct Deposit,2025-10-11,7845.2,251,6,101.54,99.37,4.07,25.98,261
2459,1288,upwork,Middle East,Fixed,Web Development,Crypto,2025-01-15,8734.94,261,32,,63.52,4.37,81.34,420
4864,1887,uPWORK,Middle East,Hourly,Web Development,Direct Deposit,2025-12-06,3609.81,45,47,49.31,67.82,3.98,36.18,75
1587,1320,Upwork,Canada,Hourly,Customer Support,PayPal,2025-12-08,163.0,78,9,141.88,62.22,3.37,,118
9237,649,Toptal,Canada,Hourly,  App Development  ,Mobile Banking,2025-10-14,,70,25,92.33,81.28,4.95,27.09,486
11688,1039,Freelancer,Australia,Hourly,  Web Development  ,PayPal,2025-08-27,3617.55,71,18,29.72,,4.28,66.71,34
5860,773,Upwork,Canada,Hourly,Customer Support,Mobile Banking,2025-09-09,8828.53,156,39,29.13,97.3,3.45,62.87,450
1744,700,Toptal,asia,Hourly,Data Entry,PayPal,2025-06-24,,33,46,65.84,80.56,3.74,87.59,158
9034,1071,pEOPLEPERHOUR,usa,Fixed,App Development,Bank Transfer,2025-05-04,2478.74,202,27,70.41,93.77,4.48,67.48,387
8171,1329,upwork,Middle East,Fixed,  Digital Marketing  ,Mobile Banking,2025-04-14,7314.25,299,46,109.32,89.44,3.01,51.52,252
2505,1219,Freelancer,EUROPE,Fixed,Graphic Design,Crypto,2025-01-18,3087.63,222,52,23.33,68.09,3.07,22.98,443
8160,226,Peopleperhour,Middle East,Fixed,Seo,Crypto,2025-04-08,2594.04,113,37,145.14,95.07,3.0,68.45,50
5715,1322,Toptal,Middle East,Fixed,Seo,PayPal,2025-01-09,3659.41,273,31,124.37,79.88,3.51,25.3,73
9464,1852,Fiverr,Asia,Hourly,  Seo  ,Bank Transfer,2025-06-09,8214.69,21,4,52.39,81.65,4.22,19.0,99
6995,308,Toptal,Australia,Hourly,Digital Marketing,Mobile Banking,2025-11-22,5487.19,297,15,95.14,71.4,3.5,17.29,122
8890,259,Fiverr,canada,Hourly,Content Writing,PayPal,2025-05-10,2732.9,59,10,62.1,97.58,3.09,50.32,406
7169,1841,Freelancer,Canada,Fixed,Web Development,Bank Transfer,2025-10-26,9693.18,38,50,24.03,92.07,3.3,57.07,25
4375,521,Peopleperhour,Asia,Fixed,Customer Support,Bank Transfer,2025-08-26,2348.24,224,50,103.58,86.54,4.64,57.8,422
11294,1069,Peopleperhour,Uk,Fixed,Web Development,Direct Deposit,2025-02-10,0.0,2,39,69.88,88.69,3.2,21.8,20
10909,732,Freelancer,Uk,Fixed,Graphic Design,Crypto,2025-10-10,8921.57,48,11,75.05,87.42,4.84,,14
2885,1568,peopleperhour,Asia,Fixed,App Development,Mobile Banking,2025-12-23,,173,7,27.6,89.74,3.05,29.59,105
3577,811,Freelancer,UK,Hourly,Customer Support,Bank Transfer,2025-08-04,1038.53,43,37,53.56,63.49,3.76,60.98,277
4,601,Freelancer,Canada,Hourly,  Digital Marketing  ,Bank Transfer,2025-01-24,843.93,120,50,104.27,94.66,3.76,46.27,427
9445,1458,Freelancer,Middle East,Fixed,Content Writing,Mobile Banking,2025-02-10,5263.47,172,45,20.01,,3.13,89.92,385
483,901,Toptal,Uk,Fixed,Seo,Direct Deposit,2025-07-11,4266.62,127,8,109.45,98.53,4.76,84.96,185
5083,1123,Fiverr,Australia,Fixed,Customer Support,PayPal,2025-01-05,3960.07,159,32,46.18,62.5,3.62,,152
8406,1937,Upwork,Uk,Fixed,App Development,Bank Transfer,2025-07-06,3081.33,76,28,129.2,65.63,,15.4,323
7459,1212,Toptal,Asia,Fixed,Web Development,PayPal,2025-12-07,5696.06,281,56,,,3.95,42.09,2
10569,464,Fiverr,Asia,Hourly,Data Entry,Crypto,2025-01-18,9459.81,70,58,82.52,73.74,3.92,27.05,194
7483,1559,UPWORK,Europe,Fixed,Graphic Design,Crypto,2025-12-03,5464.62,258,14,109.1,86.73,3.07,20.38,75
2974,29,Toptal,Canada,Hourly,App Development,PayPal,2025-09-07,1676.13,88,20,94.38,81.77,,,475
961,1509,Upwork,Canada,Fixed,Data Entry,Direct Deposit,2025-11-17,3342.46,55,30,,84.5,3.11,21.1,470
12057,1619,fREELANCER,usa,Fixed,App Development,PayPal,2025-10-08,2234.54,94,11,49.28,77.18,3.02,83.47,38
4927,802,Peopleperhour,Canada,Hourly,Digital Marketing,Direct Deposit,2025-12-31,6302.85,66,55,80.64,92.91,4.01,37.44,144
11292,1481,Upwork,ASIA,Fixed,Graphic Design,Bank Transfer,2025-04-01,2197.2,144,41,107.72,83.97,3.77,16.51,51
1770,1619,Fiverr,Europe,Fixed,Seo,Bank Transfer,2025-08-12,3923.16,265,24,27.61,99.11,3.23,55.5,240
11040,185,Upwork,Canada,Hourly,Web Development,Mobile Banking,2025-12-24,1027.6,263,13,96.9,85.2,4.0,11.73,88
2944,1333,Toptal,Europe,Hourly,App Development,Bank Transfer,2025-06-10,881.23,20,56,48.96,61.17,3.99,11.11,352
11086,769,Peopleperhour,Usa,Fixed,Digital Marketing,Mobile Banking,2025-11-09,5311.29,81,42,106.29,84.34,3.65,42.36,298
6403,1920,Peopleperhour,asia,Hourly,Data Entry,Mobile Banking,2025-01-11,5372.01,141,17,42.32,72.25,3.11,34.04,261
4550,1113,Toptal,Asia,Hourly,Graphic Design,PayPal,2025-06-07,3672.48,293,36,149.24,63.46,3.09,25.54,483
11404,1674,fREELANCER,Usa,Hourly,Graphic Design,Crypto,2025-04-25,4427.98,212,40,90.79,79.3,3.8,20.69,264
704,220,Peopleperhour,Uk,Hourly,Data Entry,Bank Transfer,2025-02-09,2119.33,52,24,81.72,79.64,3.04,15.89,491
4202,554,Peopleperhour,Canada,Fixed,Content Writing,PayPal,2025-05-10,8348.79,149,26,75.88,98.6,3.09,50.1,165
12028,426,Toptal,Middle East,Hourly,Seo,PayPal,2025-11-16,9370.31,293,28,70.17,98.77,3.65,25.01,182
2100,1732,Freelancer,Australia,Hourly,App Development,Crypto,2025-12-23,8570.19,113,4,68.18,68.45,4.35,69.85,451
5792,857,Upwork,Middle East,Hourly,Seo,Bank Transfer,2025-04-10,1135.08,51,18,147.01,88.02,4.41,70.72,491
3657,207,FIVERR,Canada,Fixed,Data Entry,Mobile Banking,2025-11-28,4875.37,99,44,71.23,99.68,4.86,,112
1115,1537,Upwork,Canada,Hourly,Web Development,PayPal,2025-07-26,3432.31,96,47,121.47,71.75,4.92,82.91,11
9267,232,Freelancer,Asia,Hourly,Seo,PayPal,2025-06-28,8687.79,156,54,22.4,,4.68,74.48,246
3223,1313,Toptal,Uk,Fixed,Web Development,Crypto,2025-03-10,203.33,289,10,21.15,79.07,3.69,29.94,397
2639,747,Freelancer,Canada,Fixed,Graphic Design,Bank Transfer,2025-03-01,6389.32,16,19,93.19,76.6,,72.0,343
9003,1919,Freelancer,Uk,Hourly,Graphic Design,PayPal,2025-10-12,5654.07,114,42,140.39,71.6,3.09,29.23,479
10113,689,FIVERR,Usa,Hourly,Data Entry,Mobile Banking,2025-02-23,5433.71,167,3,56.92,89.64,3.32,68.98,161
12301,1018,Toptal,Middle East,Fixed,Graphic Design,PayPal,2025-08-20,3187.19,57,56,104.67,75.28,3.89,44.39,274
2407,1131,Fiverr,europe,Fixed,Content Writing,Mobile Banking,2025-10-08,1817.91,156,4,38.01,83.71,,75.16,441
6291,919,Fiverr,Europe,Fixed,Customer Support,Direct Deposit,2025-06-15,5379.24,291,27,121.04,83.77,4.28,,302
5769,333,Peopleperhour,Australia,Fixed,App Development,Bank Transfer,2025-06-09,574.98,290,60,92.5,71.94,3.07,86.82,449
10886,959,pEOPLEPERHOUR,Usa,Hourly,Customer Support,Direct Deposit,2025-01-18,5900.9,288,25,74.19,91.29,4.02,23.82,133
7248,1830,Upwork,Europe,Fixed,Content Writing,PayPal,2025-01-03,2259.62,151,29,107.91,62.91,3.05,60.64,102
4442,653,Freelancer,Australia,Fixed,Content Writing,Direct Deposit,2025-06-10,6276.39,295,23,30.43,70.96,4.33,49.59,472
9285,974,fiverr,europe,Hourly,  Digital Marketing  ,Crypto,2025-10-25,8453.9,109,35,88.04,81.44,3.04,12.02,498
9094,1105,Freelancer,Canada,Fixed,Digital Marketing,Mobile Banking,2025-11-12,5874.88,203,37,,74.81,3.91,60.34,324
1580,842,PEOPLEPERHOUR,Australia,Fixed,Digital Marketing,Mobile Banking,2025-01-20,7765.86,271,52,66.46,76.31,4.17,,297
10793,1670,Fiverr,Asia,Fixed,Seo,Crypto,2025-07-02,456.13,138,59,85.21,74.62,3.37,34.02,64
6694,1849,Toptal,Middle East,Fixed,Content Writing,PayPal,2025-11-28,8167.21,89,55,86.55,68.52,3.28,51.68,77
5590,1349,Toptal,Usa,Hourly,Web Development,Direct Deposit,2025-04-03,6854.37,149,23,116.28,96.81,4.84,11.96,481
3523,1896,Upwork,Australia,Fixed,Seo,PayPal,2025-05-11,7466.29,65,29,73.99,66.69,4.82,48.55,37
10651,1463,Freelancer,Asia,Hourly,Graphic Design,Crypto,2025-12-20,480.59,263,7,145.23,78.95,3.26,38.18,76
6877,1526,Toptal,Middle East,Fixed,Content Writing,PayPal,2025-11-12,58.92,0,56,,92.92,,70.43,475
8102,1003,Freelancer,Middle East,Hourly,Content Writing,Crypto,2025-01-30,2706.23,195,13,131.84,78.48,4.79,58.28,336
12210,515,Toptal,Europe,Fixed,Content Writing,Direct Deposit,2025-10-27,5572.54,81,29,,76.68,3.83,11.49,145
4644,1298,Upwork,asia,Hourly,Graphic Design,Mobile Banking,2025-12-08,8661.37,214,22,68.3,80.68,3.05,74.32,93
8404,1333,freelancer,australia,Fixed,Digital Marketing,Bank Transfer,2025-12-08,5341.38,283,19,,99.22,3.78,88.52,326
11704,1913,Fiverr,Europe,Hourly,Content Writing,Bank Transfer,2025-10-16,4546.57,165,24,65.03,,3.56,65.32,340
8268,845,Toptal,Australia,Hourly,Data Entry,Mobile Banking,2025-02-20,804.01,172,41,79.54,94.96,4.89,43.83,201
7337,1936,Fiverr,Canada,Fixed,Seo,Crypto,2025-04-06,,76,31,,81.16,3.56,48.35,348
3547,516,pEOPLEPERHOUR,Europe,Fixed,  Digital Marketing  ,Crypto,2025-04-02,3237.43,258,43,45.66,77.71,4.89,77.51,492
3064,1417,Toptal,Uk,Hourly,Web Development,PayPal,2025-01-30,768.06,271,14,32.7,64.53,4.57,11.36,90
4407,1597,Fiverr,Usa,Fixed,Digital Marketing,Bank Transfer,2025-12-17,6509.59,181,25,94.86,80.48,4.09,64.62,264
10901,1772,Fiverr,Uk,Fixed,App Development,PayPal,2025-04-19,2540.36,137,15,38.27,93.41,4.26,45.71,270
10585,959,uPWORK,Uk,Fixed,Seo,PayPal,2025-06-05,5799.51,5,9,109.18,99.33,4.38,30.01,326
12427,867,Fiverr,Europe,Hourly,Content Writing,PayPal,2025-09-19,6937.56,106,10,34.45,94.64,3.14,84.54,438
7360,231,Toptal,Usa,Hourly,  Data Entry  ,Mobile Banking,2025-01-27,7339.99,238,35,49.0,74.31,3.48,42.84,290
2907,780,Upwork,Australia,Hourly,Digital Marketing,Bank Transfer,2025-08-18,9287.08,8,38,73.76,81.24,3.71,70.16,229
11946,1233,Fiverr,Europe,Fixed,Data Entry,Bank Transfer,2025-04-17,7757.62,172,35,143.0,,3.04,86.52,465
721,1737,Freelancer,Asia,Fixed,Digital Marketing,Crypto,2025-07-17,2070.06,205,56,146.63,67.52,3.56,23.14,157
6446,45,Upwork,Asia,Hourly,Graphic Design,Crypto,2025-03-15,2368.75,292,60,125.34,71.01,3.68,85.19,149
971,663,Toptal,Usa,Hourly,Data Entry,PayPal,2025-09-23,4930.54,158,52,142.35,85.26,3.68,34.85,316
2070,239,Toptal,Usa,Fixed,Graphic Design,Direct Deposit,2025-04-07,707.87,237,41,57.78,77.38,3.03,29.51,115
12211,1732,Toptal,europe,Fixed,Content Writing,PayPal,2025-04-28,2895.94,0,51,96.13,89.91,4.38,56.75,358
3482,765,uPWORK,Asia,Hourly,App Development,Direct Deposit,2025-01-25,4505.04,239,30,92.46,99.26,4.96,78.39,424
4436,1230,Freelancer,Asia,Fixed,Seo,Direct Deposit,2025-01-29,82.52,138,3,30.19,71.09,4.57,30.42,438
2453,59,Upwork,Australia,Hourly,Data Entry,Crypto,2025-02-16,1278.55,173,43,,70.31,4.27,19.08,428
9922,1085,Peopleperhour,canada,Fixed,Graphic Design,PayPal,2025-12-28,1296.53,219,17,79.06,,3.46,53.85,438
389,351,Fiverr,Uk,Hourly,Seo,Bank Transfer,2025-03-08,1103.97,28,58,18.91,63.44,3.78,66.37,456
1954,1441,Fiverr,Middle East,Fixed,Seo,PayPal,2025-07-06,5629.16,79,28,119.51,75.59,3.05,,435
2712,1506,Toptal,Asia,Hourly,Graphic Design,PayPal,2025-06-16,2991.51,235,56,,,4.44,83.34,352
5385,1697,Freelancer,usa,Hourly,Customer Support,Crypto,2025-01-02,5840.51,287,1,89.15,84.26,4.31,51.47,418
3720,1679,Toptal,Europe,Hourly,App Development,PayPal,2025-07-25,1997.72,43,57,56.33,89.88,3.6,23.5,263
6473,52,Toptal,Asia,Fixed,Graphic Design,Mobile Banking,2025-03-11,2539.69,0,28,117.77,98.98,4.52,76.4,268
5787,1941,Fiverr,Australia,Hourly,Seo,Bank Transfer,2025-06-07,4906.44,101,53,22.34,60.37,4.7,14.24,383
11259,1936,Fiverr,Canada,Hourly,Customer Support,Direct Deposit,2025-06-17,1521.23,257,39,105.22,88.11,4.4,32.26,285
316,1359,Toptal,Usa,Fixed,Web Development,Mobile Banking,2025-07-10,8815.82,295,32,98.79,94.75,3.98,88.75,468
6389,1557,PEOPLEPERHOUR,Usa,Hourly,Graphic Design,Bank Transfer,2025-09-22,6298.99,97,56,97.57,88.59,4.53,37.23,477
2044,1189,Freelancer,Australia,Hourly,Graphic Design,Direct Deposit,2025-03-15,5623.98,109,47,134.93,71.58,4.94,27.64,40
8036,1859,Freelancer,Australia,Hourly,Graphic Design,Mobile Banking,2025-07-01,876.57,167,14,134.97,63.19,3.44,77.94,492
11328,1115,Fiverr,Canada,Fixed,Digital Marketing,Direct Deposit,2025-05-14,6301.98,2,14,68.52,74.4,4.41,,416
1329,316,Freelancer,Canada,Hourly,Data Entry,Bank Transfer,2025-11-04,8566.65,127,37,102.06,73.76,4.44,87.31,180
6984,295,Fiverr,Uk,Hourly,Graphic Design,Crypto,2025-05-12,7105.73,202,39,,83.74,4.38,37.31,85
2157,187,Peopleperhour,Australia,Fixed,Web Development,PayPal,2025-08-10,2965.15,227,34,142.53,97.18,4.5,53.61,69
11861,2,Upwork,Asia,Hourly,Digital Marketing,Bank Transfer,2025-09-28,7058.9,282,31,141.79,91.29,4.67,60.25,4
8725,1619,Upwork,Canada,Hourly,Web Development,Crypto,2025-04-05,6520.28,181,34,34.19,77.53,3.56,28.32,464
8779,1330,Toptal,Australia,Hourly,Data Entry,Mobile Banking,2025-10-15,4511.4,179,20,76.83,74.27,3.87,89.08,466
5268,212,Peopleperhour,MIDDLE EAST,Hourly,Graphic Design,Direct Deposit,2025-11-10,1590.99,0,4,41.01,76.11,4.94,73.25,378
1863,379,Peopleperhour,Europe,Hourly,Customer Support,Bank Transfer,2025-02-18,3134.54,138,7,135.36,66.73,4.52,54.22,436
3070,420,Upwork,Australia,Fixed,Digital Marketing,Crypto,2025-01-14,4241.07,167,26,30.12,98.97,3.07,77.45,295
9074,1654,Toptal,Europe,Fixed,Data Entry,Mobile Banking,2025-11-10,3629.82,218,45,104.99,70.84,4.72,17.34,422
12008,227,Upwork,Usa,Fixed,Content Writing,Direct Deposit,2025-07-10,9361.66,192,46,69.06,81.55,3.7,87.53,189
606,701,Fiverr,Usa,Fixed,Seo,Mobile Banking,2025-12-11,7530.4,4,1,117.67,86.61,4.58,13.35,108
5050,497,Freelancer,Canada,Fixed,Seo,Crypto,2025-11-14,9395.48,122,6,143.96,84.68,3.88,35.54,0
12045,1253,Toptal,Europe,Hourly,Web Development,Direct Deposit,2025-12-02,8818.16,117,49,,98.68,4.83,68.5,142
1027,632,Toptal,Usa,Hourly,Seo,PayPal,2025-04-29,4469.12,77,6,28.55,89.57,,59.2,194
2502,1540,Toptal,Uk,Hourly,Graphic Design,Mobile Banking,2025-07-25,516.35,181,31,131.28,65.03,4.0,68.99,175
6168,1662,Upwork,Europe,Hourly,  Data Entry  ,Bank Transfer,2025-09-17,0.0,1,42,131.65,93.02,3.82,70.55,19
7789,1596,upwork,usa,Hourly,Digital Marketing,Crypto,2025-06-30,1842.49,146,34,123.18,78.18,4.8,88.73,8
2958,9,Fiverr,Uk,Fixed,App Development,Direct Deposit,2025-10-07,3317.61,247,21,140.23,68.39,4.08,71.98,277
9866,1176,Freelancer,australia,Hourly,Data Entry,PayPal,2025-06-01,3799.41,65,51,99.6,89.85,4.19,,269
12448,708,Freelancer,Australia,Fixed,Data Entry,Direct Deposit,2025-11-30,1759.64,162,18,129.41,69.01,4.25,76.34,122
8588,901,Freelancer,Middle East,Hourly,Web Development,PayPal,2025-02-15,5069.12,220,46,70.99,88.1,4.66,82.76,496
7733,780,Peopleperhour,Europe,Fixed,Customer Support,Mobile Banking,2025-05-19,,263,32,135.06,77.82,3.64,74.78,348
7888,1463,Toptal,Usa,Hourly,App Development,Bank Transfer,2025-06-13,2848.64,257,2,53.35,83.25,4.26,56.76,256
2746,191,Fiverr,Uk,Hourly,Graphic Design,Bank Transfer,2025-04-27,5845.24,203,13,,88.46,4.07,53.36,258
5605,819,Peopleperhour,Australia,Hourly,App Development,Crypto,2025-05-02,2278.91,278,46,27.3,,3.64,17.15,395
1369,1703,Upwork,Middle East,Hourly,App Development,Mobile Banking,2025-11-25,2641.48,55,32,100.87,84.89,4.66,84.86,93
5606,75,PEOPLEPERHOUR,uk,Fixed,Customer Support,Mobile Banking,2025-07-10,5992.42,239,51,54.66,64.36,3.44,55.16,34
1254,772,pEOPLEPERHOUR,ASIA,Fixed,Graphic Design,Crypto,2025-03-31,5589.63,116,58,51.15,83.7,3.33,28.84,290
5565,1388,Upwork,Europe,Hourly,Customer Support,Crypto,2025-03-28,6039.21,65,24,44.71,83.3,3.63,10.25,419
2087,626,Fiverr,Australia,Fixed,Web Development,Crypto,2025-07-11,237.66,51,17,52.59,77.44,3.53,47.14,15
8963,1589,Freelancer,Asia,Hourly,Web Development,Mobile Banking,2025-06-01,4943.47,186,2,111.56,,4.05,48.04,411
4773,640,Peopleperhour,Asia,Fixed,Data Entry,Direct Deposit,2025-02-26,823.79,216,24,132.9,80.0,3.44,28.85,338
6447,1845,Freelancer,Usa,Fixed,Graphic Design,Crypto,2025-12-17,3981.17,96,53,83.6,70.76,4.77,66.17,60
7059,1811,Peopleperhour,Australia,Hourly,Data Entry,Crypto,2025-09-18,248.37,51,4,146.2,98.01,3.06,84.83,285
5964,1576,Upwork,Usa,Hourly,Seo,Mobile Banking,2025-11-18,5458.83,67,11,66.73,,4.08,,341
8952,13,Freelancer,Middle East,Hourly,Customer Support,Crypto,2025-05-08,679.15,44,59,87.85,92.03,3.78,54.52,278
8310,1342,Fiverr,Middle East,Hourly,Graphic Design,Mobile Banking,2025-08-02,5692.17,215,28,74.27,96.96,3.39,49.98,114
11288,15,Freelancer,Usa,Fixed,Seo,Mobile Banking,2025-07-01,5850.24,93,36,84.45,68.37,4.96,87.82,42
7214,452,Toptal,Europe,Hourly,Data Entry,Bank Transfer,2025-05-11,8809.22,10,49,29.32,68.91,4.65,60.79,458
1112,536,Upwork,Canada,Fixed,Seo,Mobile Banking,2025-05-08,1917.46,33,25,84.61,75.99,3.48,63.84,72
2335,1743,Toptal,Usa,Hourly,Content Writing,Crypto,2025-11-04,3714.26,171,50,109.2,80.33,3.16,14.96,387
2345,497,Fiverr,MIDDLE EAST,Hourly,Web Development,Direct Deposit,2025-10-22,5086.5,180,57,144.01,85.85,3.05,17.04,188
638,1703,Fiverr,Middle East,Hourly,Content Writing,PayPal,2025-12-05,9452.17,22,53,143.37,84.29,4.93,63.96,451
249,629,toptal,Canada,Hourly,Content Writing,Crypto,2025-10-27,584.09,299,55,54.7,,4.24,47.78,99
10451,689,Fiverr,Middle East,Hourly,  App Development  ,Bank Transfer,2025-09-17,4097.02,129,59,77.24,,3.33,54.09,357
697,1368,upwork,Canada,Hourly,Digital Marketing,PayPal,2025-08-21,4722.26,64,8,89.46,74.02,4.59,47.12,464
6079,1936,Peopleperhour,Uk,Hourly,App Development,Mobile Banking,2025-06-29,7451.02,218,48,42.96,94.14,3.93,27.56,487
4392,523,Toptal,Europe,Hourly,Data Entry,Direct Deposit,2025-02-26,3802.55,92,60,,63.13,3.45,32.08,440
9827,985,Upwork,Middle East,Fixed,Content Writing,Mobile Banking,2025-06-11,8727.5,36,12,,83.75,4.14,85.29,140
10398,515,FIVERR,Middle East,Hourly,App Development,Crypto,2025-12-05,4590.41,231,33,29.11,77.44,3.36,74.47,26
2268,1247,Toptal,Europe,Fixed,  App Development  ,Mobile Banking,2025-07-18,4382.09,98,47,33.51,72.34,4.04,31.61,481
10105,651,Peopleperhour,Uk,Fixed,Digital Marketing,Crypto,2025-06-16,7069.1,289,31,56.0,92.28,4.7,47.53,391
6735,620,Upwork,Australia,Fixed,Content Writing,Bank Transfer,2025-03-06,1501.16,172,42,22.36,90.06,3.44,40.13,216
1517,1165,FREELANCER,Asia,Fixed,Customer Support,PayPal,2025-12-14,652.47,280,32,68.67,61.01,3.14,47.16,454
7256,1699,fIVERR,Canada,Hourly,Digital Marketing,Mobile Banking,2025-02-04,1235.4,187,5,28.01,87.67,3.31,,9
4342,1339,Peopleperhour,Canada,Fixed,Customer Support,Mobile Banking,2025-01-28,,41,13,129.68,71.1,4.9,45.12,224
